,Match_ID,Team_ID,Goals,Knockout,OnTarget_%,Short_%,Succ_Ratio,Total_FKs,Short_FKs,Passes_Att,Pass_Comp%,Opp_Total_Fouls,Opp_Yellow_Cards,Cards/Fouls,OppTackles_Successful%,Opp_Aggressiveness,Opp_Total_Saves,Opp_Saves/Shots,Opp_Shots_Blocked,Opp_Conceded_Corners
20,2019350,53577,2,0,0.34782608695652173,0.2608695652173913,0.0,38.0,0.18421052631578946,1617.0,0.8157081014223871,42.0,6.0,0.14285714285714285,0.38461538461538464,0.0,17.0,0.53125,7.0,18.0
21,2019351,52709,0,0,0.28205128205128205,0.38461538461538464,0.55,54.0,0.2037037037037037,1995.0,0.825062656641604,34.0,4.0,0.14705882352941177,0.3076923076923077,0.0,15.0,0.625,10.0,10.0
22,2019352,50164,0,0,0.3191489361702128,0.40425531914893614,0.13043478260869565,39.0,0.23076923076923078,1618.0,0.7824474660074165,33.0,5.0,0.15151515151515152,0.38235294117647056,1.0,22.0,0.5238095238095238,9.0,18.0
23,2019353,52714,1,0,0.24390243902439024,0.34146341463414637,0.07142857142857142,52.0,0.1346153846153846,2194.0,0.8596171376481313,46.0,7.0,0.15217391304347827,0.29411764705882354,0.0,15.0,0.4166666666666667,7.0,13.0
24,2019354,52280,2,0,0.2972972972972973,0.3783783783783784,0.4444444444444444,41.0,0.4634146341463415,2370.0,0.8738396624472574,28.0,3.0,0.14285714285714285,0.5517241379310345,1.0,17.0,0.5666666666666667,7.0,19.0
25,2019355,2603104,0,0,0.27586206896551724,0.41379310344827586,0.0,45.0,0.2,1639.0,0.8090298962782184,31.0,5.0,0.16129032258064516,0.46153846153846156,0.0,25.0,0.6410256410256411,11.0,11.0
26,2019356,50136,0,0,0.2857142857142857,0.2857142857142857,0.2857142857142857,60.0,0.2,1735.0,0.8080691642651296,35.0,3.0,0.08571428571428572,0.4117647058823529,0.0,8.0,0.4444444444444444,6.0,9.0
27,2019357,50157,3,0,0.32142857142857145,0.35714285714285715,0.14285714285714285,46.0,0.17391304347826086,1653.0,0.8106473079249849,45.0,7.0,0.15555555555555556,0.6,0.0,24.0,0.6,9.0,27.0
28,2019358,50050,0,0,0.48,0.4,0.4117647058823529,32.0,0.25,2257.0,0.8790429774036331,20.0,2.0,0.1,0.391304347826087,0.0,22.0,0.5945945945945946,10.0,23.0
29,2019359,52757,1,0,0.391304347826087,0.34782608695652173,0.42105263157894735,42.0,0.3333333333333333,1865.0,0.8219839142091153,29.0,2.0,0.06896551724137931,0.46153846153846156,0.0,22.0,0.6111111111111112,7.0,15.0
30,2019360,64500,3,0,0.32653061224489793,0.46938775510204084,0.4,35.0,0.37142857142857144,2660.0,0.8676691729323308,38.0,3.0,0.07894736842105263,0.3333333333333333,0.0,18.0,0.5142857142857142,8.0,16.0
31,2019361,50124,2,0,0.36,0.44,0.2,36.0,0.1388888888888889,1646.0,0.7551640340218712,29.0,5.0,0.1724137931034483,0.52,1.0,16.0,0.5714285714285714,5.0,8.0
32,2019362,52747,2,0,0.34782608695652173,0.2608695652173913,0.0,53.0,0.3018867924528302,1795.0,0.8451253481894151,36.0,5.0,0.1388888888888889,0.5185185185185185,0.0,10.0,0.4,5.0,8.0
33,2019363,59856,1,0,0.32432432432432434,0.6216216216216216,0.15789473684210525,33.0,0.2727272727272727,2108.0,0.8818785578747628,44.0,7.0,0.18181818181818182,0.37142857142857144,1.0,24.0,0.5853658536585366,9.0,21.0
34,2019364,52723,6,0,0.20833333333333334,0.3333333333333333,0.35714285714285715,59.0,0.2033898305084746,1510.0,0.7973509933774835,48.0,10.0,0.20833333333333334,0.5161290322580645,1.0,21.0,0.5526315789473685,11.0,16.0
35,2019365,50147,1,0,0.358974358974359,0.38461538461538464,0.25806451612903225,48.0,0.2916666666666667,2151.0,0.8498372849837285,49.0,6.0,0.12244897959183673,0.3,0.0,17.0,0.4857142857142857,6.0,21.0
36,2019366,50080,4,0,0.22857142857142856,0.2857142857142857,0.4375,32.0,0.28125,1769.0,0.8501978518937253,41.0,8.0,0.21951219512195122,0.2926829268292683,1.0,12.0,0.4444444444444444,6.0,11.0
37,2019367,52919,1,0,0.125,0.5416666666666666,0.0,32.0,0.09375,1925.0,0.8290909090909091,42.0,5.0,0.14285714285714285,0.4,0.0,14.0,0.6666666666666666,7.0,14.0
38,2019368,50037,1,0,0.25,0.5,0.3,39.0,0.23076923076923078,2076.0,0.7972061657032755,32.0,6.0,0.1875,0.2608695652173913,0.0,14.0,0.5833333333333334,6.0,4.0
39,2019369,50062,0,0,0.5714285714285714,0.42857142857142855,0.0,28.0,0.07142857142857142,1443.0,0.717948717948718,27.0,2.0,0.07407407407407407,0.2631578947368421,0.0,26.0,0.5306122448979592,8.0,17.0
40,2019370,50109,3,0,0.25,0.5,0.25,53.0,0.1320754716981132,2022.0,0.8333333333333334,41.0,4.0,0.0975609756097561,0.5777777777777777,1.0,7.0,0.3684210526315789,4.0,15.0
41,2019371,1652,3,0,0.3333333333333333,0.2857142857142857,0.16666666666666666,40.0,0.1,1452.0,0.772038567493113,39.0,2.0,0.05128205128205128,0.5,0.0,21.0,0.6176470588235294,12.0,14.0
42,2019372,50051,2,0,0.4117647058823529,0.35294117647058826,0.23076923076923078,48.0,0.14583333333333334,2088.0,0.8649425287356322,37.0,2.0,0.05405405405405406,0.3684210526315789,0.0,20.0,0.5714285714285714,6.0,11.0
43,2019373,50146,1,0,0.28125,0.4375,0.16666666666666666,45.0,0.4222222222222222,1794.0,0.8076923076923077,32.0,5.0,0.15625,0.46153846153846156,0.0,39.0,0.6190476190476191,21.0,24.0
44,2019374,50043,0,0,0.3023255813953488,0.4418604651162791,0.0,49.0,0.14285714285714285,1946.0,0.8165467625899281,45.0,9.0,0.2,0.5,0.0,33.0,0.6470588235294118,15.0,25.0
45,2019375,50064,5,0,0.16666666666666666,0.375,0.5555555555555556,30.0,0.03333333333333333,1366.0,0.8045387994143485,41.0,6.0,0.14634146341463414,0.2857142857142857,0.0,19.0,0.8636363636363636,9.0,9.0
46,2019376,5312,0,0,0.3148148148148148,0.37037037037037035,0.2222222222222222,53.0,0.33962264150943394,2399.0,0.8491037932471863,59.0,10.0,0.1694915254237288,0.34782608695652173,0.0,22.0,0.5641025641025641,12.0,9.0
47,2019377,50139,2,0,0.08333333333333333,0.25,0.6666666666666666,47.0,0.19148936170212766,1102.0,0.7186932849364791,34.0,7.0,0.23529411764705882,0.48484848484848486,0.0,14.0,0.5,8.0,14.0
48,2019613,52919,5,1,0.391304347826087,0.4782608695652174,0.21052631578947367,51.0,0.09803921568627451,1880.0,0.8106382978723404,44.0,7.0,0.20454545454545456,0.4090909090909091,0.0,18.0,0.6923076923076923,8.0,12.0
49,2019614,50051,3,1,0.34782608695652173,0.30434782608695654,0.21428571428571427,45.0,0.4,2009.0,0.8551518168242906,35.0,3.0,0.08571428571428572,0.25,0.0,11.0,0.4074074074074074,5.0,7.0
50,2019615,52747,4,1,0.3181818181818182,0.6363636363636364,0.26666666666666666,55.0,0.2545454545454545,2049.0,0.8604197169350903,31.0,5.0,0.16129032258064516,0.5806451612903226,1.0,8.0,0.36363636363636365,6.0,11.0
51,2019616,52714,2,1,0.3,0.43333333333333335,0.5555555555555556,24.0,0.16666666666666666,1557.0,0.8060372511239563,36.0,6.0,0.19444444444444445,0.56,0.0,8.0,0.47058823529411764,5.0,8.0
52,2019617,50147,1,1,0.25925925925925924,0.48148148148148145,0.375,49.0,0.20408163265306123,2206.0,0.8821396192203083,43.0,4.0,0.09302325581395349,0.3333333333333333,0.0,17.0,0.53125,6.0,20.0
53,2019618,50037,5,1,0.28,0.56,0.21428571428571427,29.0,0.3103448275862069,1871.0,0.8556921432389096,23.0,3.0,0.13043478260869565,0.45454545454545453,0.0,9.0,0.6923076923076923,4.0,3.0
54,2019619,50064,0,1,0.22580645161290322,0.3225806451612903,0.18181818181818182,57.0,0.15789473684210525,1994.0,0.8375125376128385,38.0,6.0,0.15789473684210525,0.4375,0.0,20.0,0.8,11.0,10.0
55,2019620,50109,2,1,0.24074074074074073,0.48148148148148145,0.28,31.0,0.22580645161290322,2400.0,0.8391666666666666,38.0,5.0,0.13157894736842105,0.47058823529411764,1.0,13.0,0.5,6.0,14.0
56,2019621,50080,6,1,0.22641509433962265,0.5283018867924528,0.11428571428571428,49.0,0.32653061224489793,2287.0,0.85045911674683,35.0,7.0,0.2,0.4090909090909091,0.0,11.0,0.6111111111111112,7.0,8.0
57,2019622,53577,2,1,0.24242424242424243,0.24242424242424243,0.2777777777777778,44.0,0.29545454545454547,1843.0,0.8008681497558329,33.0,6.0,0.18181818181818182,0.6153846153846154,0.0,20.0,0.5,13.0,15.0
58,2019623,50023,3,1,0.27586206896551724,0.41379310344827586,0.36363636363636365,52.0,0.19230769230769232,1987.0,0.8459989934574735,30.0,6.0,0.2,0.75,0.0,12.0,0.5454545454545454,4.0,20.0
59,2019624,50136,1,1,0.2978723404255319,0.3404255319148936,0.23809523809523808,44.0,0.13636363636363635,2144.0,0.863339552238806,46.0,3.0,0.06521739130434782,0.4444444444444444,0.0,11.0,0.44,8.0,12.0
60,2019625,50139,1,1,0.2708333333333333,0.4375,0.47368421052631576,46.0,0.13043478260869565,1891.0,0.7731359069275515,41.0,10.0,0.24390243902439024,0.41379310344827586,0.0,8.0,0.42105263157894735,4.0,12.0
61,2019626,50124,0,1,0.2962962962962963,0.5185185185185185,0.1875,40.0,0.125,1508.0,0.7798408488063661,23.0,4.0,0.17391304347826086,0.3,0.0,14.0,0.6363636363636364,6.0,9.0
62,2019627,52758,4,1,0.15384615384615385,0.358974358974359,0.14285714285714285,54.0,0.1111111111111111,1740.0,0.7931034482758621,32.0,3.0,0.09375,0.4411764705882353,0.0,17.0,0.5666666666666667,6.0,9.0
63,2019628,52280,1,1,0.32727272727272727,0.41818181818181815,0.25,28.0,0.17857142857142858,2671.0,0.8625982777985773,47.0,6.0,0.1276595744680851,0.45161290322580644,1.0,19.0,0.5588235294117647,13.0,17.0
64,2019629,50124,1,1,0.375,0.3333333333333333,0.46153846153846156,25.0,0.28,1328.0,0.7379518072289156,24.0,4.0,0.16666666666666666,0.28,0.0,21.0,0.7,14.0,14.0
65,2019630,52758,2,1,0.3076923076923077,0.3333333333333333,0.25,52.0,0.21153846153846154,1381.0,0.7632150615496017,36.0,5.0,0.1388888888888889,0.35714285714285715,0.0,15.0,0.6521739130434783,6.0,10.0
66,2019631,50037,1,1,0.20512820512820512,0.3333333333333333,0.3684210526315789,46.0,0.10869565217391304,2080.0,0.84375,31.0,3.0,0.0967741935483871,0.3888888888888889,0.0,12.0,0.75,4.0,6.0
67,2019632,50139,3,1,0.30434782608695654,0.4782608695652174,0.21428571428571427,41.0,0.2926829268292683,2612.0,0.8901225114854517,40.0,7.0,0.175,0.6428571428571429,0.0,3.0,0.2727272727272727,1.0,9.0
68,2019633,50051,4,1,0.2558139534883721,0.5116279069767442,0.4782608695652174,37.0,0.10810810810810811,2522.0,0.8707375099127677,26.0,4.0,0.15384615384615385,0.5769230769230769,0.0,15.0,0.5172413793103449,5.0,15.0
69,2019634,50080,0,1,0.24444444444444444,0.4,0.42105263157894735,36.0,0.1388888888888889,2510.0,0.8856573705179283,34.0,8.0,0.23529411764705882,0.37037037037037035,1.0,14.0,0.7368421052631579,6.0,8.0
70,2019635,53577,1,1,0.4166666666666667,0.4583333333333333,0.4166666666666667,34.0,0.11764705882352941,1438.0,0.7406119610570236,30.0,5.0,0.16666666666666666,0.3076923076923077,0.0,26.0,0.5652173913043478,10.0,22.0
71,2019636,50023,3,1,0.3333333333333333,0.3939393939393939,0.3,46.0,0.1956521739130435,2096.0,0.8368320610687023,38.0,12.0,0.3157894736842105,0.5,0.0,11.0,0.6111111111111112,4.0,18.0
72,2019637,50023,0,1,0.21951219512195122,0.3902439024390244,0.35294117647058826,41.0,0.17073170731707318,2100.0,0.8580952380952381,36.0,14.0,0.3888888888888889,0.5625,0.0,12.0,0.5714285714285714,7.0,18.0
73,2019638,50051,3,1,0.30303030303030304,0.3939393939393939,0.2631578947368421,39.0,0.15384615384615385,1725.0,0.8063768115942029,24.0,4.0,0.16666666666666666,0.6666666666666666,0.0,12.0,0.41379310344827586,6.0,18.0
74,2019639,50124,2,1,0.39622641509433965,0.4339622641509434,0.5333333333333333,57.0,0.2631578947368421,2037.0,0.8586156111929307,23.0,2.0,0.08695652173913043,0.5,0.0,26.0,0.5909090909090909,16.0,12.0
75,2019640,50139,2,1,0.3181818181818182,0.5454545454545454,0.1111111111111111,39.0,0.05128205128205128,1140.0,0.7701754385964912,53.0,7.0,0.1320754716981132,0.2631578947368421,1.0,18.0,0.43902439024390244,11.0,22.0
76,2019641,50139,1,1,0.41818181818181815,0.41818181818181815,0.3,53.0,0.24528301886792453,2193.0,0.8663930688554492,53.0,9.0,0.16981132075471697,0.3170731707317073,1.0,24.0,0.5217391304347826,13.0,28.0
77,2021635,59856,1,0,,,,,,,,,,,,,,,,
78,2021636,52682,2,0,,,,,,,,29.0,4.0,0.13793103448275862,0.2,0.0,16.0,0.48484848484848486,8.0,12.0
79,2021637,52747,5,0,0.3448275862068966,0.3103448275862069,0.3,37.0,0.16216216216216217,1420.0,0.8056338028169014,,,,,,,,,
80,2021638,50050,1,0,,,,,,,,,,,,,,,,
81,2021639,50124,1,0,0.1111111111111111,0.4074074074074074,0.375,38.0,0.10526315789473684,1646.0,0.8359659781287971,,,,,,,,,
82,2021640,50137,3,0,0.14634146341463414,0.4146341463414634,0.6666666666666666,35.0,0.14285714285714285,1753.0,0.8414147176269253,24.0,2.0,0.08333333333333333,0.37142857142857144,1.0,25.0,0.5681818181818182,13.0,12.0
83,2021641,50149,1,0,,,,,,,,,,,,,,,,
84,2021642,2610,0,0,,,,,,,,38.0,6.0,0.15789473684210525,0.2826086956521739,1.0,31.0,0.6458333333333334,15.0,20.0
85,2021643,52714,2,0,0.2413793103448276,0.3103448275862069,0.3333333333333333,35.0,0.08571428571428572,1616.0,0.8143564356435643,,,,,,,,,
86,2021644,7889,3,0,0.1951219512195122,0.36585365853658536,0.36363636363636365,38.0,0.13157894736842105,1451.0,0.8215024121295658,36.0,5.0,0.16666666666666666,0.32,0.0,7.0,0.5384615384615384,4.0,5.0
87,2021645,50136,2,0,,,,,,,,,,,,,,,,
88,2021646,52707,3,0,0.43478260869565216,0.34782608695652173,0.14285714285714285,46.0,0.13043478260869565,1589.0,0.8118313404657017,31.0,8.0,0.2903225806451613,0.19047619047619047,0.0,25.0,0.625,9.0,15.0
89,2021647,50157,1,0,,,,,,,,,,,,,,,,
90,2021648,50064,3,0,0.21428571428571427,0.38095238095238093,0.2777777777777778,48.0,0.3541666666666667,1956.0,0.8292433537832311,,,,,,,,,
91,2021649,52758,1,0,0.23076923076923078,0.34615384615384615,0.125,39.0,0.28205128205128205,1313.0,0.7585681645087585,,,,,,,,,
92,2021650,1652,3,0,,,,,,,,,,,,,,,,
93,2021651,50068,1,0,0.1951219512195122,0.36585365853658536,0.36363636363636365,38.0,0.13157894736842105,1451.0,0.8215024121295658,33.0,4.0,0.12121212121212122,0.4222222222222222,1.0,33.0,0.5689655172413793,17.0,21.0
94,2021652,52714,3,0,0.3220338983050847,0.4406779661016949,0.4583333333333333,35.0,0.17142857142857143,2175.0,0.8501149425287357,28.0,6.0,0.21428571428571427,0.2894736842105263,1.0,18.0,0.45,9.0,14.0
95,2021653,52919,1,0,0.43478260869565216,0.34782608695652173,0.14285714285714285,46.0,0.13043478260869565,1589.0,0.8118313404657017,34.0,4.0,0.11764705882352941,0.5,0.0,16.0,0.7619047619047619,10.0,10.0
96,2021654,50136,3,0,0.23809523809523808,0.42857142857142855,0.42857142857142855,51.0,0.19607843137254902,1663.0,0.8580877931449188,36.0,7.0,0.19444444444444445,0.34375,0.0,21.0,0.7241379310344828,8.0,7.0
97,2021655,50023,1,0,0.21428571428571427,0.38095238095238093,0.2777777777777778,48.0,0.3541666666666667,1956.0,0.8292433537832311,47.0,7.0,0.14893617021276595,0.47058823529411764,1.0,18.0,0.6923076923076923,9.0,15.0
98,2021656,50157,1,0,0.3157894736842105,0.5263157894736842,0.23529411764705882,34.0,0.11764705882352941,1493.0,0.7809778968519759,29.0,5.0,0.1724137931034483,0.35,1.0,26.0,0.5416666666666666,14.0,23.0
99,2021657,50118,0,0,0.2807017543859649,0.5964912280701754,0.3333333333333333,38.0,0.21052631578947367,2227.0,0.8661876964526268,33.0,8.0,0.24242424242424243,0.40625,1.0,25.0,0.4716981132075472,18.0,26.0
100,2021658,52758,1,0,0.17142857142857143,0.5428571428571428,0.1875,39.0,0.15384615384615385,1512.0,0.8187830687830688,26.0,7.0,0.2692307692307692,0.5555555555555556,0.0,17.0,0.5666666666666667,7.0,10.0
101,2021659,54266,2,0,0.125,0.45,0.16666666666666666,52.0,0.11538461538461539,1961.0,0.8582355940846507,36.0,7.0,0.19444444444444445,0.5897435897435898,1.0,26.0,0.6046511627906976,10.0,13.0
102,2021660,59856,1,0,0.3888888888888889,0.4722222222222222,0.30434782608695654,35.0,0.2571428571428571,2247.0,0.8664886515353805,48.0,6.0,0.125,0.3157894736842105,0.0,17.0,0.53125,12.0,11.0
103,2021661,50074,1,0,0.3384615384615385,0.4461538461538462,0.23255813953488372,24.0,0.16666666666666666,2307.0,0.8677936714347637,31.0,4.0,0.16129032258064516,0.425,0.0,18.0,0.4186046511627907,7.0,15.0
104,2021662,52747,7,0,0.38095238095238093,0.42857142857142855,0.0,32.0,0.0625,1706.0,0.8323563892145369,21.0,4.0,0.19047619047619047,0.2857142857142857,1.0,22.0,0.6111111111111112,6.0,27.0
105,2021663,60609,0,0,0.14634146341463414,0.4146341463414634,0.6666666666666666,35.0,0.14285714285714285,1753.0,0.8414147176269253,45.0,6.0,0.15555555555555556,0.37142857142857144,1.0,22.0,0.6111111111111112,10.0,21.0
106,2021664,50124,2,0,0.3611111111111111,0.4166666666666667,0.35294117647058826,57.0,0.19298245614035087,1876.0,0.855543710021322,38.0,2.0,0.05263157894736842,0.3076923076923077,0.0,14.0,0.4117647058823529,10.0,11.0
107,2021665,50139,0,0,0.38461538461538464,0.6153846153846154,0.2222222222222222,52.0,0.34615384615384615,2535.0,0.9124260355029585,47.0,6.0,0.1276595744680851,0.25,1.0,8.0,0.4,3.0,9.0
108,2021666,50149,3,0,0.18181818181818182,0.22727272727272727,0.4,41.0,0.14634146341463414,1406.0,0.8328591749644382,53.0,11.0,0.20754716981132076,0.32432432432432434,1.0,26.0,0.7027027027027027,13.0,21.0
109,2021667,50147,0,0,0.36666666666666664,0.3333333333333333,0.0,36.0,0.08333333333333333,1573.0,0.8226319135410044,29.0,8.0,0.3448275862068966,0.24,0.0,17.0,0.5,6.0,13.0
110,2021668,52682,2,0,0.2,0.45714285714285713,0.16666666666666666,44.0,0.1590909090909091,1838.0,0.8416757344940152,30.0,4.0,0.13333333333333333,0.3076923076923077,0.0,22.0,0.6111111111111112,11.0,15.0
111,2021669,50037,3,0,0.23076923076923078,0.3333333333333333,0.5555555555555556,45.0,0.3333333333333333,1912.0,0.8483263598326359,33.0,4.0,0.12121212121212122,0.39473684210526316,1.0,15.0,0.5555555555555556,7.0,9.0
112,2021670,50050,0,0,0.36666666666666664,0.3,0.16666666666666666,40.0,0.2,1716.0,0.8374125874125874,29.0,1.0,0.034482758620689655,0.3783783783783784,0.0,25.0,0.6097560975609756,12.0,19.0
113,2021671,52914,1,0,0.2830188679245283,0.49056603773584906,0.1,40.0,0.15,1882.0,0.8368756641870351,28.0,2.0,0.07142857142857142,0.2222222222222222,0.0,16.0,0.47058823529411764,5.0,11.0
114,2021672,50137,1,0,0.13043478260869565,0.4782608695652174,0.625,40.0,0.15,1536.0,0.8170572916666666,20.0,1.0,0.05,0.3333333333333333,0.0,21.0,0.5526315789473685,13.0,8.0
115,2021673,50080,2,0,0.18181818181818182,0.36363636363636365,0.5,48.0,0.20833333333333334,1322.0,0.7904689863842662,28.0,6.0,0.25,0.7058823529411765,0.0,11.0,0.6111111111111112,8.0,10.0
116,2021674,2610,0,0,0.30612244897959184,0.5918367346938775,0.3225806451612903,55.0,0.2545454545454545,2196.0,0.8624772313296903,35.0,6.0,0.17142857142857143,0.3584905660377358,1.0,42.0,0.7,23.0,31.0
117,2021675,57490,1,0,0.2857142857142857,0.4489795918367347,0.8064516129032258,35.0,0.3142857142857143,2254.0,0.8868677905944987,33.0,5.0,0.15151515151515152,0.29411764705882354,1.0,40.0,0.6349206349206349,18.0,40.0
118,2021676,7889,7,0,0.2857142857142857,0.3333333333333333,0.3333333333333333,39.0,0.1282051282051282,1426.0,0.7833099579242637,29.0,2.0,0.06896551724137931,0.4583333333333333,0.0,7.0,0.5384615384615384,3.0,4.0
119,2021677,52749,2,0,0.32,0.24,0.23076923076923078,44.0,0.36363636363636365,2074.0,0.8601735776277725,44.0,7.0,0.1590909090909091,0.32608695652173914,1.0,16.0,0.5,11.0,18.0
120,2021678,52707,2,0,0.26666666666666666,0.5777777777777777,0.6923076923076923,28.0,0.21428571428571427,2155.0,0.8719257540603248,32.0,7.0,0.25,0.23809523809523808,0.0,23.0,0.6388888888888888,8.0,7.0
121,2021679,2603790,1,0,0.2857142857142857,0.19047619047619047,0.23529411764705882,56.0,0.10714285714285714,1508.0,0.7917771883289124,47.0,6.0,0.1276595744680851,0.4166666666666667,0.0,10.0,0.5,6.0,8.0
122,2021680,50064,5,0,0.2647058823529412,0.6176470588235294,0.17647058823529413,52.0,0.09615384615384616,1614.0,0.8023543990086741,49.0,7.0,0.14285714285714285,0.2564102564102564,1.0,25.0,0.6756756756756757,18.0,20.0
123,2021681,50051,3,0,0.24561403508771928,0.40350877192982454,0.07407407407407407,44.0,0.2727272727272727,2379.0,0.8713745271122321,26.0,5.0,0.19230769230769232,0.5384615384615384,0.0,23.0,0.71875,12.0,16.0
124,2021682,1652,3,0,0.2,0.32,0.0,34.0,0.17647058823529413,1194.0,0.7428810720268006,40.0,3.0,0.075,0.5,0.0,32.0,0.6037735849056604,13.0,25.0
125,2021683,50139,2,1,0.41379310344827586,0.5172413793103449,0.21052631578947367,37.0,0.16216216216216217,1488.0,0.8326612903225806,38.0,6.0,0.15789473684210525,0.2553191489361702,1.0,9.0,0.4090909090909091,5.0,6.0
126,2021684,59856,0,1,0.21428571428571427,0.47619047619047616,0.8823529411764706,37.0,0.24324324324324326,2439.0,0.8769987699876999,38.0,2.0,0.05263157894736842,0.4444444444444444,0.0,16.0,0.4444444444444444,12.0,9.0
127,2021685,52914,1,1,0.3076923076923077,0.5192307692307693,0.21739130434782608,36.0,0.25,2469.0,0.8991494532199271,28.0,2.0,0.07142857142857142,0.4,0.0,13.0,0.48148148148148145,4.0,8.0
128,2021686,50037,5,1,0.3333333333333333,0.2916666666666667,0.19047619047619047,55.0,0.10909090909090909,1721.0,0.8012783265543288,22.0,3.0,0.13636363636363635,0.4230769230769231,1.0,17.0,0.6071428571428571,7.0,10.0
